transaction_id,user_id,transaction_amount,hour_of_day,is_new_device,is_new_ip,is_foreign_country,distance_from_usual_km,is_phishing_detected,is_fraud_label
TXN_EFBC3C5C60,USR_5711,7.33,13,0,0,0,25.45,0,0
TXN_17E5A908FA,USR_2076,39.42,18,0,0,0,10.52,0,0
TXN_B41C125947,USR_4625,69.85,13,0,0,0,5.09,0,0
TXN_2266207B5C,USR_2560,39.63,22,0,0,0,16.13,0,0
TXN_A9C33F5E33,USR_9729,29.4,8,0,0,1,3.95,0,0
TXN_F6D92550DF,USR_4942,11.17,9,0,0,0,32.38,0,0
TXN_E7DFDD2338,USR_6707,1721.24,2,1,1,1,11346.47,1,1
TXN_EE2625EA0D,USR_9943,35.97,11,0,0,0,40.52,0,0
TXN_17CE79B366,USR_6440,94.11,14,0,0,0,0.1,0,0
TXN_283A8EF99B,USR_5352,181.68,23,0,0,0,1.85,0,0
TXN_C70CC9B278,USR_3580,111.73,16,0,0,0,4.54,0,0
TXN_327418A3CA,USR_9359,29.15,15,0,0,0,37.86,0,0
TXN_4D26260D27,USR_8531,4375.2,0,1,1,1,10050.08,1,1
TXN_7D1406694D,USR_7496,23.73,18,0,0,0,10.5,0,0
TXN_CCF5366723,USR_1039,38.24,17,0,0,0,4.97,0,0
TXN_B17FF76F82,USR_5439,82.08,14,0,0,0,5.97,0,0
TXN_75DF45899B,USR_4525,38.86,13,0,0,0,7.62,0,0
TXN_F7730C03FE,USR_8980,71.61,18,0,0,0,22.77,0,0
TXN_C0C7E51B9A,USR_8097,36.42,1,0,0,0,3.61,0,0
TXN_DCC3EF4683,USR_8054,109.22,9,0,0,0,29.89,1,0
TXN_3F456BD9A6,USR_8020,65.1,15,0,0,0,15.98,0,0
TXN_DFD69D2446,USR_3793,25.09,10,0,0,1,30.1,0,0
TXN_6189427498,USR_4321,28.92,6,0,0,0,37.16,0,0
TXN_98F5D1BEB4,USR_3094,10.85,21,1,0,0,2.22,0,0
TXN_64F121C281,USR_4517,8.04,16,0,0,0,13.36,0,0
TXN_B2B36B26E9,USR_4111,23.91,10,0,0,0,15.02,0,0
TXN_B0E8872604,USR_5121,3731.48,3,0,1,1,3508.35,1,1
TXN_E95872C8D8,USR_6371,22.08,8,0,0,0,45.11,0,0
TXN_9AE0A8A1B5,USR_9581,52.82,14,0,0,0,12.52,0,0
TXN_ECC734CEE5,USR_2076,37.36,6,0,1,0,38.99,0,0
TXN_E3A2E60F13,USR_7616,68.85,19,0,0,0,48.79,0,0
TXN_57E95BC195,USR_5908,31.92,12,0,0,0,20.48,0,0
TXN_F2C729566D,USR_7879,30.0,14,0,0,0,1.2,0,0
TXN_DC1C1B27E4,USR_2287,29.7,14,0,0,0,1.14,0,0
TXN_765BAD2E71,USR_2037,110.15,10,0,0,0,15.06,0,0
TXN_14E535AC1F,USR_7052,22.25,21,0,0,0,9.0,0,0
TXN_1D8B598EA6,USR_3450,81.37,16,0,0,0,5.83,0,0
TXN_FA869381FE,USR_5193,124.73,8,0,0,0,0.57,0,0
TXN_5808C9AAA2,USR_5285,176.61,14,0,0,0,13.9,0,0
TXN_4DD55BC1A2,USR_4348,3478.27,3,0,1,1,5853.96,1,1
TXN_27298265A6,USR_9614,116.68,16,0,1,0,26.46,0,0
TXN_E2FB57CCFD,USR_5961,229.11,15,0,1,0,1.05,0,0
TXN_36DF611606,USR_3970,57.89,7,0,1,0,6.46,0,0
TXN_19C39F9DFE,USR_8018,12.69,20,0,0,0,24.1,0,0
TXN_567D22D7DB,USR_8956,4312.85,23,1,1,1,6556.99,1,1
TXN_0CE3C4D67E,USR_6298,13.32,20,0,0,0,47.47,0,0
TXN_2CB6EF28A2,USR_1153,247.02,9,0,0,0,37.37,0,0
TXN_4440507BD0,USR_2604,415.64,18,0,0,0,12.03,0,0
TXN_A04C7D8A5B,USR_3524,80.93,15,0,0,0,53.44,0,0
TXN_1629B11380,USR_9894,18.14,10,0,0,0,14.67,0,0
TXN_D3A161DAD9,USR_1706,20.31,8,0,0,0,1.14,0,0
TXN_FB60EA3908,USR_7639,4.74,14,0,0,0,3.6,0,0
TXN_00A5FA9477,USR_4757,394.88,12,0,0,0,2.48,0,0
TXN_9BCF663ACE,USR_6296,192.82,16,1,0,0,2.24,0,0
TXN_64982A48A9,USR_3925,32.81,20,0,0,0,14.35,0,0
TXN_3DDCA5E90C,USR_3552,15.73,9,0,1,0,3.93,0,0
TXN_C0409C7A83,USR_4168,27.36,6,0,0,0,4.03,0,0
TXN_49E3E97C6F,USR_1376,1839.88,3,0,1,1,6225.55,0,1
TXN_8D4778395C,USR_3834,19.23,12,0,0,0,22.01,0,0
TXN_D03B4C9CDC,USR_9725,85.61,17,0,0,0,4.88,0,0
TXN_FF8287CF80,USR_7589,2086.74,3,0,0,1,8866.44,1,1
TXN_7B424718DD,USR_9885,41.09,17,0,0,0,42.01,0,0
TXN_622ADA8550,USR_9373,24.25,9,0,0,0,13.49,0,0
TXN_23E3578A39,USR_5825,32.03,21,0,0,0,9.46,0,0
TXN_AD56FB9B4A,USR_3720,239.69,13,0,0,1,0.0,0,0
TXN_B4B0E894D0,USR_7113,42.1,6,0,0,0,6.3,0,0
TXN_E63E048D10,USR_5266,228.03,19,0,0,1,4.06,0,0
TXN_5E4CC5F02D,USR_9452,414.14,11,0,0,0,2.3,0,0
TXN_B4923A5FA7,USR_4747,8.25,13,0,0,0,60.74,0,0
TXN_413A41594D,USR_4410,42.27,18,0,1,0,0.66,0,0
TXN_EF14E8D891,USR_7684,9.91,13,0,0,0,12.89,0,0
TXN_B3C6F0E34B,USR_5383,21.1,9,0,0,0,2.45,0,0
TXN_674528B9EB,USR_9012,62.35,14,0,0,0,11.44,0,0
TXN_EA5CDDE6BB,USR_8929,18.45,14,0,1,0,14.83,0,0
TXN_D49BF072F7,USR_5782,33.97,13,0,0,0,66.31,0,0
TXN_7EB512248F,USR_7944,36.35,18,0,0,0,12.76,0,0
TXN_9589CAC154,USR_6997,67.07,8,0,0,0,20.55,0,0
TXN_798CE6A3EA,USR_7929,23.0,14,0,0,0,1.69,0,0
TXN_51EBBEACAB,USR_5838,48.68,19,0,0,1,14.26,0,0
TXN_3579E64698,USR_3369,25.95,10,0,0,0,6.88,0,0
TXN_6F9550A8A8,USR_5677,27.57,11,0,1,0,8.19,0,0
TXN_A50E261913,USR_4004,408.78,8,0,0,0,33.12,0,0
TXN_C15459E0DB,USR_8082,83.49,22,0,0,0,19.69,0,0
TXN_CE7D81F701,USR_7344,27.92,15,0,0,0,17.89,0,0
TXN_EE560ADE40,USR_3082,17.46,9,0,0,0,11.47,0,0
TXN_399AE5CB4F,USR_9093,70.82,14,1,0,0,0.5,1,0
TXN_433B4F1FF7,USR_2867,26.34,10,0,0,0,36.61,0,0
TXN_13BCE26EEC,USR_9351,59.03,6,0,0,0,7.52,0,0
TXN_71A9C9D8DD,USR_6920,2876.21,5,0,1,1,8100.88,1,1
TXN_CB010B60E2,USR_6348,36.55,9,0,0,0,3.67,0,0
TXN_53BFDBEF9C,USR_3063,12.57,15,0,1,0,39.43,0,0
TXN_FB753CB915,USR_7077,9.09,13,0,0,0,2.28,0,0
TXN_76395D15F6,USR_1101,11.88,18,0,0,0,4.47,0,0
TXN_8DA3B14000,USR_2051,0.51,22,0,1,1,7662.58,1,1
TXN_AEA8BBBCE9,USR_1288,32.98,16,0,0,0,14.81,0,0
TXN_D38D45C9A5,USR_7823,154.96,18,0,0,0,6.23,0,0
TXN_2964E98BB0,USR_1592,147.75,7,0,0,0,24.1,0,0
TXN_46000EA7A8,USR_5340,89.07,14,0,0,0,36.63,0,0
TXN_E63EC14E70,USR_5722,134.85,6,0,0,0,23.83,0,0
TXN_0D06D76884,USR_5791,60.01,21,0,0,0,37.92,0,0
TXN_D821D6C930,USR_8311,41.24,6,0,0,1,25.99,0,0
TXN_BF49D17AC8,USR_3404,41.12,7,0,0,0,4.56,0,0
TXN_9FA2BA18BA,USR_6515,61.55,19,0,0,1,18.84,0,0
TXN_4C3593E586,USR_9808,15.37,3,0,0,0,8.6,0,0
TXN_13AE51E937,USR_4254,690.35,3,0,1,1,3785.47,0,1
TXN_AE74645AAA,USR_6447,32.22,7,0,0,0,8.5,0,0
TXN_5883BFF7FB,USR_7721,42.94,22,0,0,0,2.08,0,0
TXN_CE7516FF02,USR_3086,82.71,15,0,1,0,5.38,0,0
TXN_2668C4C2A8,USR_5881,14.62,10,0,1,0,2.74,0,0
TXN_BC50F5347A,USR_6784,129.05,11,0,0,0,16.9,0,0
TXN_3BAB3F8FBB,USR_3596,2144.59,3,1,1,1,3437.18,0,1
TXN_6EF42F82FF,USR_6502,55.47,6,1,0,0,19.26,0,0
TXN_3E25546D4C,USR_7473,13.3,14,0,0,0,17.74,0,0
TXN_5F80BB043D,USR_6831,38.78,15,0,0,0,17.93,0,0
TXN_2284AFB643,USR_4651,15.34,12,0,0,0,5.77,0,0
TXN_89CD923034,USR_6512,76.82,11,0,0,0,24.75,0,0
TXN_4AC1E2869E,USR_8965,94.07,6,0,0,0,23.81,0,0
TXN_9105E1F7BC,USR_5231,34.57,8,0,0,1,3.86,0,0
TXN_068F1A99C9,USR_6136,247.43,6,0,0,0,1.43,0,0
TXN_F89F10BE5C,USR_3786,174.92,1,0,0,0,126.98,0,0
TXN_9E9D4CA8B2,USR_8056,99.41,16,0,0,0,2.8,0,0
TXN_E2E9BA47FC,USR_1698,179.41,11,0,0,0,10.71,0,0
TXN_06A224599D,USR_3419,21.4,17,0,1,0,5.09,0,0
TXN_FA9872DC6C,USR_3674,233.23,8,0,0,0,18.57,0,0
TXN_CF66668AB6,USR_8248,29.6,5,0,0,0,14.44,0,0
TXN_8D86EC1707,USR_4175,111.68,11,0,0,0,0.37,0,0
TXN_68E4014E62,USR_2098,25.2,8,0,0,0,13.97,0,0
TXN_5A06DCFCE9,USR_7767,185.04,18,0,0,0,8.02,0,0
TXN_E8CF29EA69,USR_1076,44.99,10,0,0,0,0.27,0,0
TXN_F03837EE4E,USR_1969,291.15,16,0,0,0,45.14,0,0
TXN_9C559D0727,USR_1837,5.87,0,0,0,0,2.87,0,0
TXN_80F025DAD2,USR_8126,28.4,4,0,0,0,0.34,0,0
TXN_540F1BD8C4,USR_2041,101.34,15,0,0,0,7.43,0,0
TXN_954A21EFF8,USR_6586,198.82,21,0,0,0,1.69,0,0
TXN_072CBD469B,USR_3341,29.15,6,0,0,0,51.78,0,0
TXN_0341DC28EB,USR_5955,33.82,6,1,0,0,36.98,0,0
TXN_44C0EF2976,USR_6200,35.72,12,0,1,0,8.88,0,0
TXN_98702515BB,USR_7770,83.72,7,0,0,0,18.02,0,0
TXN_CFBB66CF71,USR_1098,43.51,14,0,0,1,18.16,0,0
TXN_D2AFFF435B,USR_7950,37.94,10,0,1,0,25.72,0,0
TXN_4B4C29D845,USR_4871,70.05,9,0,0,0,7.47,0,0
TXN_E3D79FB846,USR_4996,114.85,18,0,0,0,19.15,0,0
TXN_3537C4132E,USR_5616,17.19,12,0,0,0,7.4,0,0
TXN_5F35BAA87A,USR_8646,2394.32,3,0,1,1,5541.95,1,1
TXN_B33D69C629,USR_5287,51.84,0,0,0,0,9.0,0,0
TXN_962EF30BB6,USR_8263,70.12,6,0,0,0,28.5,0,0
TXN_73B1C08EDC,USR_5685,10.75,16,0,0,0,2.66,0,0
TXN_4BFC92FEBB,USR_8896,22.47,17,0,0,0,21.74,0,0
TXN_39CB54735B,USR_9125,58.05,16,0,0,0,0.94,0,0
TXN_DEA8F4089F,USR_7356,24.48,16,0,0,0,40.24,0,0
TXN_D411CFA7B7,USR_7073,7.96,6,1,0,0,6.86,0,0
TXN_36C5523309,USR_7170,147.37,13,0,0,0,13.1,1,0
TXN_65647CF624,USR_2802,24.95,20,0,0,0,25.49,0,0
TXN_2F32BBEA6C,USR_6004,96.23,10,0,0,0,18.0,0,0
TXN_941D6C485C,USR_1771,76.34,11,1,0,0,18.51,0,0
TXN_03E067990E,USR_4740,27.25,12,0,0,0,20.03,0,0
TXN_ECE34C159E,USR_6755,103.4,12,0,0,0,19.76,0,0
TXN_ACBA721E9B,USR_9887,67.05,14,0,0,0,19.16,0,0
TXN_D1D52F4808,USR_3316,87.42,12,0,0,0,53.72,0,0
TXN_479B854964,USR_7444,39.09,2,0,0,1,21.5,0,0
TXN_0C66AFCE3E,USR_3672,57.0,6,0,0,0,7.94,0,0
TXN_3C449193A7,USR_4275,70.58,18,0,0,0,16.06,0,0
TXN_F2F5640622,USR_1009,121.24,13,0,0,0,1.38,0,0
TXN_4ACFAFD589,USR_2965,29.45,13,0,0,0,6.16,0,0
TXN_5AF96930D1,USR_9598,104.54,13,0,0,0,5.23,0,0
TXN_7E7ED10BF8,USR_9333,12.13,8,0,0,0,3.71,0,0
TXN_38F0207C12,USR_5538,63.36,16,0,0,0,1.63,0,0
TXN_053BB00457,USR_1419,4.25,7,0,0,0,6.88,0,0
TXN_8940EAC8DA,USR_7469,16.98,10,0,0,0,5.25,0,0
TXN_7FC9A473F6,USR_7851,16.99,10,0,0,0,11.45,0,0
TXN_C3341050F6,USR_3547,180.71,18,0,0,0,21.32,0,0
TXN_3642247EA7,USR_5120,349.56,17,0,0,0,31.18,0,0
TXN_CAAC3CFF7B,USR_5823,110.79,20,0,0,0,5.52,0,0
TXN_AD3A735FBD,USR_4286,14.04,13,0,0,0,8.13,0,0
TXN_215AFF4936,USR_1082,64.85,7,0,0,0,0.18,0,0
TXN_CCE2780D05,USR_5831,148.31,22,1,0,0,13.72,0,0
TXN_53A7794F1C,USR_9479,31.08,8,1,0,0,5.43,0,0
TXN_31A66812BA,USR_7606,72.94,9,0,0,0,1.39,0,0
TXN_32A2345904,USR_6968,852.85,5,0,1,1,6422.74,1,1
TXN_829E8FBF85,USR_4117,18.13,12,0,0,0,4.24,0,0
TXN_FD9A76FDBD,USR_2980,0.33,3,1,1,1,2842.64,0,1
TXN_21591F4710,USR_7168,30.53,20,0,0,0,24.45,0,0
TXN_9E571D3460,USR_5610,106.85,10,0,0,0,6.68,0,0
TXN_2693AB3EBD,USR_6184,276.15,7,0,0,0,0.43,0,0
TXN_0187269399,USR_4620,134.49,18,0,0,0,15.07,0,0
TXN_491A71C2BE,USR_1472,37.42,15,1,0,0,23.58,0,0
TXN_F4A09A557C,USR_4381,57.36,16,0,1,0,24.76,0,0
TXN_1A798C4C87,USR_4371,20.97,19,0,0,0,0.93,0,0
TXN_D9EE2F912A,USR_1897,80.51,11,0,0,0,40.91,0,0
TXN_4E5F005F3E,USR_4397,2356.27,0,1,1,1,2542.12,0,1
TXN_9F5E5A24FB,USR_6728,53.63,13,0,0,0,25.76,0,0
TXN_7A4874DB97,USR_3083,46.6,21,0,1,0,31.51,0,0
TXN_EB8862AC49,USR_5667,106.65,21,0,1,0,8.06,0,0
TXN_FCA7622E0A,USR_7466,170.32,12,0,0,0,40.17,0,0
TXN_06D247C7BD,USR_4453,80.75,14,0,0,1,4.18,0,0
TXN_C67A65CDE0,USR_2533,36.05,15,0,1,0,0.48,0,0
TXN_C4E866B8FF,USR_5442,94.0,15,0,0,0,3.09,0,0
TXN_27D1704E9E,USR_7543,31.54,10,0,0,0,19.5,0,0
TXN_CE00218417,USR_9623,194.23,17,1,0,0,27.24,0,0
TXN_52B22D1960,USR_1315,17.78,9,0,0,0,21.27,0,0
TXN_B1D22DCD67,USR_7751,78.25,15,1,1,0,0.09,0,0
TXN_C5FCB10B1F,USR_1012,199.78,12,0,0,0,38.23,0,0
TXN_790776E15A,USR_4883,30.83,7,0,0,0,19.93,0,0
TXN_382F2F0E24,USR_2464,501.87,14,0,0,0,2.03,0,0
TXN_CCED9C631C,USR_2539,23.56,5,0,0,0,12.91,0,0
TXN_FF634FF5D2,USR_4994,30.01,12,0,0,1,5.7,0,0
TXN_A708F6C260,USR_9586,0.77,3,1,1,1,13398.04,1,1
TXN_A0CE49DE47,USR_5618,49.54,19,0,1,0,17.77,0,0
TXN_1D0BBE2AD7,USR_9583,164.3,21,0,0,0,10.24,0,0
TXN_94070996D7,USR_6128,83.48,21,0,0,0,2.12,0,0
TXN_2BC2C3901D,USR_7516,201.07,7,0,0,0,36.62,0,0
TXN_40DD5933FC,USR_6121,27.11,21,0,0,0,30.62,0,0
TXN_D0B7DB7385,USR_8796,78.3,6,0,1,0,18.29,0,0
TXN_FBCD8CA241,USR_9107,41.43,8,0,0,0,17.7,0,0
TXN_A04CBF206F,USR_4689,44.51,17,0,1,0,5.76,0,0
TXN_163D436D17,USR_6616,58.79,20,0,0,1,1.44,0,0
TXN_AA38DCBD9E,USR_2488,986.3,23,1,1,0,14879.93,1,1
TXN_3A1CFF0F72,USR_4128,324.79,12,0,0,1,5.12,1,0
TXN_332904D30E,USR_4104,35.35,9,0,0,0,0.87,0,0
TXN_107A3B5E26,USR_4982,1750.26,1,1,1,0,1979.91,1,1
TXN_B168817209,USR_9646,178.78,11,0,0,0,47.78,0,0
TXN_A396FB57FE,USR_1392,116.51,16,0,0,0,46.69,0,0
TXN_CB945E503B,USR_2545,138.14,12,1,0,0,5.36,0,0
TXN_80BA1E546B,USR_3732,17.0,12,0,1,0,8.98,0,0
TXN_8D95D338A0,USR_4578,18.41,15,0,0,0,3.43,0,0
TXN_D182BE2BB7,USR_1477,158.21,15,0,0,0,5.11,0,0
TXN_73D485D6DE,USR_2258,206.32,15,0,0,0,19.41,0,0
TXN_3270ED7BAC,USR_8171,14.0,16,0,0,0,10.22,0,0
TXN_1DBAD587B7,USR_7489,17.78,11,0,0,0,8.65,0,0
TXN_0FBD4195E6,USR_3897,32.36,6,0,0,0,16.95,0,0
TXN_2F184BF6AC,USR_4371,220.73,10,0,0,0,39.86,0,0
TXN_E225B5F0E2,USR_7413,171.51,13,0,0,0,26.39,0,0
TXN_BD7FA968FD,USR_3702,59.17,18,1,0,0,0.67,0,0
TXN_E67BC16417,USR_4111,41.43,11,0,0,0,7.89,0,0
TXN_38AD5416C1,USR_4574,0.05,5,0,0,1,4181.1,1,1
TXN_A23DEDC0BB,USR_6612,210.34,19,0,0,0,20.12,0,0
TXN_F0F3A2E460,USR_3677,27.89,20,1,0,0,20.4,0,0
TXN_DD343A67D3,USR_3519,452.3,16,0,0,0,6.63,0,0
TXN_ABDF3B29BE,USR_4646,465.31,8,0,0,0,14.95,0,0
TXN_A75C861875,USR_7777,61.14,10,0,0,0,2.41,0,0
TXN_F830E4C68F,USR_7382,48.68,12,0,0,0,11.59,0,0
TXN_8401C6E143,USR_6725,23.14,18,0,0,0,0.39,0,0
TXN_C4183D0C7E,USR_3897,4686.1,5,1,1,1,9782.23,1,1
TXN_D44F7CF7E7,USR_3091,4261.69,1,1,1,0,8809.94,1,1
TXN_F4A6E69415,USR_7834,718.42,16,0,0,0,9.85,0,0
TXN_E72EB3BCE1,USR_5227,41.66,5,1,0,0,16.0,0,0
TXN_96C5F5885D,USR_2284,138.6,12,0,1,1,4.76,0,0
TXN_D09BBCCA1A,USR_6208,153.83,13,0,0,0,5.65,0,0
TXN_7A31085364,USR_6768,42.15,22,0,0,0,9.05,0,0
TXN_B56BCCC8D7,USR_3972,50.83,18,0,1,0,10.54,0,0
TXN_7416C5FA01,USR_4960,38.44,19,0,1,0,19.71,0,0
TXN_0E1286EFD8,USR_2653,93.36,13,0,0,0,21.48,0,0
TXN_9D3291AB86,USR_7246,37.4,12,0,0,0,7.11,0,0
TXN_31D778DADE,USR_7236,201.37,17,0,0,0,7.01,0,0
TXN_142C3C9D82,USR_7261,280.09,11,0,0,0,4.53,0,0
TXN_6AE74F4E7F,USR_2812,109.72,15,0,0,0,2.55,0,0
TXN_C0B67FC22B,USR_7098,23.43,15,0,1,0,10.13,0,0
TXN_D779980BC3,USR_3048,11.89,14,0,0,0,0.8,0,0
TXN_3BF1CA70A8,USR_3731,14.16,20,0,0,0,14.34,0,0
TXN_7E9FC5ACD4,USR_8211,38.94,15,0,0,0,23.1,0,0
TXN_D9D47A9316,USR_4330,43.49,17,0,0,0,31.56,0,0
TXN_BE53A72143,USR_9733,36.58,9,0,0,0,29.98,0,0
TXN_695985D36C,USR_9756,21.51,13,0,0,0,8.56,0,0
TXN_3B37EAA7AA,USR_4342,27.56,11,0,0,0,44.34,0,0
TXN_D5489EE573,USR_8564,38.52,7,0,0,0,21.49,0,0
TXN_8173FBB471,USR_3916,60.99,6,0,0,0,2.74,0,0
TXN_736EF1E6A0,USR_1364,81.47,18,0,0,0,6.56,0,0
TXN_5C3F3C0682,USR_4809,29.47,6,0,0,0,6.78,0,0
TXN_9E22364D7D,USR_1275,3819.69,5,1,1,1,3063.7,1,1
TXN_8C8B2E506E,USR_3237,25.17,7,0,0,0,47.19,0,0
TXN_12C91131C5,USR_9262,26.49,13,0,1,0,6.91,0,0
TXN_21F05A320C,USR_4147,564.62,11,0,0,0,3.79,0,0
TXN_024DA11BC8,USR_7958,12.99,16,1,0,0,18.02,0,0
TXN_5CE4E5CABD,USR_2358,66.27,5,0,0,0,7.9,0,0
TXN_390E4A8317,USR_1441,31.13,13,0,0,0,5.84,0,0
TXN_DE5C14C48F,USR_2957,41.28,6,0,0,0,17.81,0,0
TXN_9A2FC06BDB,USR_4835,95.93,20,0,0,1,14.82,0,0
TXN_4608326427,USR_4472,39.68,16,0,0,0,1.88,0,0
TXN_5D2436327E,USR_2135,7.44,15,0,0,1,32.01,0,0
TXN_389FD3873A,USR_2647,61.08,7,0,0,0,33.23,0,0
TXN_AEB86EBE66,USR_5144,2471.05,4,0,1,1,11112.37,0,1
TXN_9D07515C16,USR_1401,39.61,10,0,0,0,14.72,0,0
TXN_A85DE1482F,USR_5380,346.87,1,0,0,1,2.41,0,0
TXN_248DBDD1F4,USR_1816,53.82,7,0,0,0,27.93,0,0
TXN_6F88DA8C8A,USR_8737,215.89,18,0,0,0,15.87,0,0
TXN_DC31F4B7DD,USR_8568,12.38,9,0,0,0,2.14,0,0
TXN_DABAE34CAB,USR_4036,23.69,14,0,1,0,67.9,0,0
TXN_5D9FCDEBC7,USR_8018,37.39,9,1,0,0,5.88,0,0
TXN_C1019FB6B3,USR_6398,17.08,1,0,0,0,40.9,0,0
TXN_F41F6CEDA6,USR_6056,49.6,20,1,0,1,4.54,0,0
TXN_62008534B0,USR_7944,1795.63,23,1,1,1,5530.55,1,1
TXN_B755F9CFDD,USR_6360,132.62,11,0,1,0,6.29,1,0
TXN_1A12DE92B3,USR_8437,6.5,11,0,0,0,29.95,0,0
TXN_CDC76BF8BA,USR_8020,44.07,10,0,0,0,12.58,0,0
TXN_B34F471C42,USR_6921,3684.96,5,0,1,1,2279.97,0,1
TXN_BB64106A42,USR_7937,800.0,9,0,0,0,40.27,0,0
TXN_7635B2F8C1,USR_3661,113.4,16,0,0,0,1.63,0,0
TXN_D28710C551,USR_7090,35.37,15,0,0,0,4.36,0,0
TXN_01C255C1B0,USR_9453,38.9,11,0,1,1,8.22,0,0
TXN_8872A7A0CA,USR_6566,74.99,5,0,0,0,23.6,0,0
TXN_2F8DC073FC,USR_8823,29.62,8,0,0,0,8.95,0,0
TXN_8270483D14,USR_4157,21.14,16,0,0,0,6.19,0,0
TXN_3681F6687B,USR_6352,56.58,13,1,0,0,50.9,0,0
TXN_0C20CB724E,USR_7854,98.13,6,0,1,0,28.15,0,0
TXN_2F35C27DD6,USR_7100,30.74,7,0,0,0,68.25,0,0
TXN_9326AFF74E,USR_2083,66.09,15,0,0,0,8.91,0,0
TXN_5A6FC99EB3,USR_4843,501.16,20,0,0,0,5.67,0,0
TXN_E6ACFEB54C,USR_8115,23.61,8,0,0,0,9.65,0,0
TXN_0D4491E06F,USR_2531,0.95,5,1,0,1,6604.58,1,1
TXN_B4A683130C,USR_2673,3749.87,5,1,1,1,9777.62,0,1
TXN_8FF5BF7931,USR_3244,49.21,10,0,0,0,14.35,1,0
TXN_5B13450C0B,USR_2365,56.7,13,0,0,0,0.82,0,0
TXN_078E5CE817,USR_6192,3228.97,22,0,0,1,8772.03,1,1
TXN_18415C5FBB,USR_9527,204.63,12,0,0,0,56.21,0,0
TXN_25CF48C286,USR_3030,39.72,13,0,1,0,35.02,0,0
TXN_A5A0CE5B9B,USR_8785,25.0,14,0,0,0,7.73,0,0
TXN_E4A6C7D179,USR_7614,111.83,13,0,0,0,18.17,0,0
TXN_6DA2B97F83,USR_8386,69.48,8,0,0,0,16.2,0,0
TXN_D9BA6BA97A,USR_4454,46.05,8,0,0,0,1.28,0,0
TXN_3F7421560B,USR_4995,23.59,18,1,0,0,18.04,0,0
TXN_9442AB762B,USR_4856,53.74,19,0,0,0,8.79,0,0
TXN_4601146AB1,USR_3815,87.44,13,0,0,0,5.16,1,0
TXN_6503AFA1A8,USR_9132,95.45,13,0,0,0,21.59,0,0
TXN_D4D6B183C7,USR_3363,165.04,10,0,0,0,54.12,0,0
TXN_E3DF59AEB8,USR_8754,68.48,18,1,0,0,1.02,0,0
TXN_5BF9DA2259,USR_2117,70.04,14,0,0,0,12.81,0,0
TXN_95BDCD48A7,USR_4159,222.35,13,0,0,0,3.76,0,0
TXN_462AF2F601,USR_1391,205.13,8,0,0,0,1.34,0,0
TXN_FB34021A06,USR_9961,74.27,9,0,0,0,17.28,0,0
TXN_60D3414A8C,USR_2646,4323.58,3,0,1,0,6024.26,1,1
TXN_DA432160BB,USR_5067,7.73,13,0,0,0,8.43,0,0
TXN_2DB14266A4,USR_8050,63.26,17,0,0,0,10.88,1,0
TXN_1C95297BC3,USR_6410,19.02,16,0,0,0,9.77,0,0
TXN_79C4B95D8D,USR_9120,15.84,7,0,1,0,6.43,0,0
TXN_17CD9926E4,USR_9701,269.58,13,0,0,1,9.03,0,0
TXN_AD5DF80668,USR_3412,2211.41,0,1,1,1,8543.0,1,1
TXN_4201E2EA35,USR_4781,15.24,15,0,0,0,26.52,0,0
TXN_5D113DBBEF,USR_5383,502.71,12,0,0,0,42.63,0,0
TXN_1B7C1056FC,USR_8009,52.08,6,0,0,1,23.41,0,0
TXN_D8594B1FA0,USR_3683,27.71,7,0,0,0,3.01,0,0
TXN_F24FDB48A5,USR_3796,13.9,9,0,0,0,3.73,0,0
TXN_B8D5936EC1,USR_9837,95.8,6,0,0,0,22.19,0,0
TXN_37F698B5F2,USR_2102,27.78,18,0,0,0,7.65,1,0
TXN_5E5B127285,USR_4613,270.12,16,0,0,0,8.6,0,0
TXN_6B2F8A7699,USR_6203,37.28,13,0,1,0,10.66,0,0
TXN_2E3E9365FB,USR_6902,23.23,9,0,0,0,40.24,1,0
TXN_9406B79AC2,USR_4335,108.41,8,0,1,0,11.32,0,0
TXN_9DAD94E38F,USR_2135,81.15,19,1,0,0,15.35,0,0
TXN_79058D5093,USR_9584,3158.52,0,1,1,0,1064.67,1,1
TXN_EEDEB533FC,USR_3679,25.41,16,0,0,0,2.04,0,0
TXN_E496321CE0,USR_3221,64.46,14,0,0,0,60.48,0,0
TXN_7CDC28716D,USR_4118,36.6,19,1,0,0,44.18,0,0
TXN_71C7B00554,USR_2318,0.85,4,1,1,1,4201.33,1,1
TXN_A3EE3AE266,USR_9612,33.5,9,0,0,0,0.33,0,0
TXN_3057ED62F7,USR_8462,52.23,6,0,0,0,11.32,0,0
TXN_3C45EE1585,USR_2844,15.83,14,0,0,0,3.51,0,0
TXN_71AFCF694C,USR_2860,2239.25,23,1,1,1,14510.04,1,1
TXN_86F9B693A1,USR_7433,24.4,6,0,0,0,0.82,0,0
TXN_0F8075918E,USR_1493,26.28,17,0,0,0,42.75,0,0
TXN_70CF08B6BD,USR_9002,28.53,21,0,0,0,4.3,0,0
TXN_70F514BDB7,USR_2826,20.79,19,1,0,0,10.69,0,0
TXN_029992D091,USR_8894,42.49,19,0,0,0,7.45,0,0
TXN_F63FD94215,USR_7750,44.25,8,0,0,0,2.1,0,0
